,section_id,s_node,e_node,length
0,4231222,25248785,321607233,2
1,4231223,25248791,330841408,8
2,4263917,330844390,1639085074,4
3,4263918,25585092,25585135,10
4,4484480,27484993,1833361108,5
5,4484630,26535594,1742861999,8
6,4493469,325686451,1598453934,13
7,4822336,30993514,1718852261,6
8,4822342,30993546,30993549,5
9,4822345,384836951,1718872061,26
10,4822362,30993605,701734117,5
11,4825504,31017965,31017966,2
12,4843674,733967259,26535390,2
13,4843675,32388118,32899013,4
14,4844695,31200905,1976153494,6
15,4844708,31200894,733859850,8
16,4845099,31204703,31204892,2
17,4845102,31204696,31204911,2
18,4857335,31017990,1190930388,5
19,4857383,31018236,330840055,2
20,4908397,25248790,325686463,2
21,4908400,325686500,32062410,8
22,4922662,2103131703,32278573,11
23,4928045,332618906,32388118,2
24,4928048,32388365,269491782,10
25,4931009,32451488,32449308,8
26,4931055,32449306,32449307,6
27,4931136,1976959632,32450490,3
28,4931137,269487636,5096623605,3
29,4931224,32449308,32451111,4
30,4931240,32451345,32451339,2
31,4947938,32388366,341222176,12
32,4964849,1802366835,1802366834,3
33,4964850,1803810853,32877189,2
34,5135877,245145493,35551151,16
35,5135894,1802398470,1859924770,13
36,5135897,35555619,2207734693,4
37,5135903,35835744,1634975461,3
38,5158566,32618834,324664311,10
39,5168718,321802797,1303500767,12
40,5168726,533604390,1760770190,3
41,5168733,35835593,35835596,10
42,5168864,34710869,1838508280,13
43,5168931,35856375,338237404,3
44,5168969,1230312331,1771794810,3
45,5168984,534249537,35860242,3
46,5168995,1361147796,1771676885,3
47,5169015,239433097,1350327456,10
48,5169058,530646479,1359329237,2
49,5169081,294119384,1765144966,5
50,5169097,1362305647,1745111617,3
51,5169113,1410708922,35869971,2
52,5169116,35870346,1634902627,2
53,5169171,1824913413,1243729590,44
54,5202870,77331934,2498354567,10
55,5202950,35722732,534115614,3
56,5212290,1351272695,36704964,3
57,5212775,1838508301,1811333751,6
58,5217861,32877275,1838508242,31
59,5217964,1423628579,343437149,11
60,5217979,1842187369,1842187342,14
61,5218028,36704965,36704966,4
62,5218029,35871419,1634854165,8
63,5218038,36704904,36704905,4
64,5218054,36704992,1634403553,2
65,8365687,25585055,1891268439,13
66,8365690,390990636,77732049,4
67,8365693,25585120,25585135,2
68,8365697,25585116,25585141,4
69,8861304,35722669,100655684,4
70,8861571,1351023321,1351023249,16
71,8868032,64490206,1528034334,5
72,8868056,656035868,656033294,3
73,8868091,27547627,656035868,10
74,8869519,1303500892,1634952563,2
75,9476038,72843093,385092013,12
76,9476046,27547590,27547596,6
77,9477031,32387952,1860131907,2
78,9701147,385095492,384108245,3
79,9701854,321794578,1838498580,3
80,9701938,76457578,1449318352,4
81,9701977,332617671,332616584,5
82,9745798,330836134,330836135,2
83,9745904,321718422,606740807,17
84,9746850,1351023247,1351023246,2
85,9779112,2710509976,1231628419,9
86,9779240,733789275,31194139,8
87,9779352,4723539996,534448132,12
88,9779360,266111656,3015830933,4
89,9853013,258971034,32899017,4
90,9853022,1841644323,1860131917,14
91,9932203,35549717,3012563358,4
92,9932209,268390160,1658109520,5
93,10496445,77734114,90235924,7
94,10496447,330842109,25585099,2
95,11313750,1819118025,336375956,9
96,11313842,1840733238,1819087353,2
97,11315378,100651857,129899686,9
98,11315467,1819087329,31018239,10
99,11315578,1840733211,2139848967,6
100,13432856,72864052,72864050,2
101,13433115,124171932,124174677,9
102,13514983,124186569,330588556,9
103,13740601,31204709,31204690,19
104,14347213,100631861,1114079310,3
105,16266618,321855434,245140925,10
106,16266662,370793703,415529832,5
107,21654620,1687193445,1687193448,2
108,21691079,292591115,1360087413,2
109,21804783,264827881,321759981,3
110,22036897,245104009,2052937446,2
111,22067160,384324630,528763537,31
112,22067184,237538987,237538952,2
113,22067192,1520697057,297146895,54
114,22069891,239453042,1600040764,2
115,22072334,237585373,292590743,13
116,22270614,237546554,239434611,2
117,22270615,1666955275,4721472981,6
118,22270616,1317051523,1652481964,7
119,22371064,981019169,1527880401,6
120,22758736,27486094,1356404848,16
121,22758748,1253535064,656086869,2
122,22759931,233297531,1350996073,2
123,22759944,1718863759,1718863756,2
124,22760001,701717087,1718883509,2
125,22760069,2575647242,2454614419,5
126,22770846,1622283998,1622284028,2
127,22771829,343339292,385027514,7
128,22771867,1195735433,312477914,8
129,22771899,1748294895,1365113272,10
130,22771900,244467987,233763298,11
131,22787998,72864050,1211831774,10
132,22788099,1736512928,1736505388,9
133,22788119,1736512928,1480544803,2
134,22788124,1351023245,1736505495,2
135,22788195,1736505494,244883905,7
136,22788324,35722654,35722669,4
137,22788434,1802524522,64384543,11
138,22788539,35555615,269616427,9
139,22788597,35555619,482830990,6
140,22788765,1211831774,244891572,16
141,22797957,245105858,245106356,19
142,22797962,245106850,245106356,5
143,22797963,245107394,318266428,9
144,22797964,533656338,245106853,7
145,22797966,245107309,245106787,5
146,22797972,343436296,2056594354,8
147,22797973,2339321684,2056613798,8
148,22797974,343438524,5256821826,6
149,22797977,245108057,322448790,13
150,22798028,245108909,245108905,5
151,22798029,4605155995,5202428373,6
152,22799184,321615599,1419885126,3
153,22799185,321615513,321615599,2
154,22799191,320900425,320900795,3
155,22799394,330589864,2578148694,9
156,22799502,1290300942,245128535,2
157,22799948,1360099102,975801331,2
158,22799950,371157793,567891688,11
159,22799951,974490968,371156467,9
160,22799953,930076860,1360087478,13
161,22799956,930076921,976494171,7
162,22799962,1360087349,245129779,4
163,22799985,380739727,1363488889,2
164,22799992,992548499,537971644,8
165,22800010,245135657,1853013963,2
166,22800017,245135651,282228883,2
167,22800022,245136456,1853013964,12
168,22800037,528858622,528858603,3
169,22800041,31194414,321855434,8
170,22800081,294123389,245145127,10
171,22800099,272624597,1842187348,7
172,22800935,1634975446,332949609,15
173,22801702,320830309,1765216445,2
174,22801706,245150070,331216027,3
175,22801708,321209089,245150489,4
176,23024001,248250319,1837724931,5
177,23024006,1074578592,2115201508,3
178,23114181,606887048,2115201433,4
179,23115998,1617939400,1667135672,5
180,23116001,249560785,249560791,4
181,23116004,239433309,654165778,8
182,23116006,249560795,249560912,8
183,23116008,1837727659,654163815,10
184,23116011,249560785,654165793,9
185,23116014,249560946,249560947,3
186,23122305,320466921,320465175,2
187,23122311,2115201450,2115201418,7
188,23133372,1985434422,1985434427,4
189,23133394,320469447,320469453,9
190,23146067,529540951,1859810458,3
191,23167988,726651478,2478512276,21
192,23215394,1985434358,331000816,2
193,23215406,331015995,331015988,8
194,23215490,529536601,1654411365,33
195,23239887,320468864,2461496822,2
196,23272311,3242166312,2132316187,22
197,23285396,530735033,320465511,3
198,23285436,307435930,307435934,4
199,23309356,1654411371,920058236,2
200,23311519,253123000,1836427158,7
201,23351484,124173670,252852458,8
202,23351487,124173670,1721651263,12
203,23351520,244252920,252852842,5
204,23351581,1410718575,1837234268,13
205,23351652,288747253,754402894,5
206,23378452,534543327,644614516,2
207,23383764,1351024112,1807791851,9
208,23426778,239453042,1597419021,20
209,23426804,245130651,1420930928,9
210,23426857,2354014385,943386823,4
211,23717625,256832892,353122271,26
212,23720836,253184671,1351023520,17
213,23720860,1838508241,998958005,9
214,23767934,76457684,76457683,8
215,23892248,529509886,1718852200,8
216,23892295,1813979295,1807875321,11
217,23892301,258970102,258970101,2
218,23892322,1817905701,1702679729,25
219,23892323,1278005877,332613190,25
220,23892332,1814086961,258970193,8
221,23892336,1814086936,1346794709,31
222,23892431,1736610648,1842187366,4
223,23901570,244252920,656071038,6
224,24024394,1243786188,1243786237,2
225,24150814,237538919,1317051636,11
226,24150821,261615267,1317051559,12
227,24150838,261615327,261615348,2
228,24150851,249560948,261615427,3
229,24150864,1317051695,1317051440,7
230,24269456,31332092,1841773282,10
231,24269499,385095500,287331502,7
232,24385479,1226813729,2122595084,10
233,24385480,700080589,605040857,6
234,24399529,264825920,1253535202,4
235,24399537,1350995985,264826479,5
236,24399553,1742785935,32388365,33
237,24399558,324664313,1190930442,10
238,24399561,321760330,264827881,3
239,24399971,264839047,1736446969,33
240,24400011,245154250,1634491529,2
241,24447770,2108372966,265710690,2
242,24459456,528891039,528891043,6
243,24476162,266108997,31201265,8
244,24476163,266109027,341209609,8
245,24476165,266109063,1999500523,3
246,24476169,266109207,266109208,3
247,24476170,733859706,266109232,7
248,24476173,330840058,342820811,4
249,24476177,342821095,266109346,4
250,24476179,266109384,266109386,5
251,24476184,336378292,31201265,12
252,24476187,266109503,1362315798,4
253,24476189,76457600,1192323534,7
254,24476192,266109722,266109692,6
255,24476193,266109720,266109723,6
256,24476194,266109741,266109743,2
257,24476195,3047595229,534075531,10
258,24476207,266110161,266112062,5
259,24476229,534075531,384270751,6
260,24476231,266110553,384270748,6
261,24476233,746964223,266110595,2
262,24476293,733858992,1362315806,3
263,24476294,266111535,266111536,4
264,24476295,31201272,266111538,5
265,24476296,266111539,390934174,10
266,24476298,266111552,1976153463,5
267,24476301,1979479764,266111572,9
268,24476302,266111574,266111576,7
269,24476303,266111578,266111580,5
270,24476305,266111604,1860131874,3
271,24476306,266111578,733858866,15
272,24476308,266111638,390934098,3
273,24476310,733859094,266111624,4
274,24476311,266111626,1860131875,3
275,24476313,266111636,340256465,9
276,24476317,266111653,266111650,8
277,24476336,266111936,266111938,5
278,24476386,266112217,266112219,2
279,24476415,266112275,1840733223,3
280,24476416,1819087356,266112275,2
281,24476417,266112276,266109691,7
282,24476424,266112315,266112314,8
283,24476426,266112330,266112331,4
284,24476427,266112331,1742929897,7
285,24476430,266112396,266109099,4
286,24476434,266112409,266112411,4
287,24476437,266112544,266112420,6
288,24476438,266111539,266112422,6
289,24476439,266112545,266112525,3
290,24476455,266112661,266112660,13
291,24487629,266250587,559059520,5
292,24691129,321493338,321493332,3
293,24691163,1420909551,268389341,17
294,24691164,1420909590,1422005595,3
295,24691186,268389577,268389615,7
296,24691206,1360087490,1360087491,2
297,24691208,930076809,930076821,2
298,24691220,1359329379,1718883508,13
299,24691239,1375576504,1375576547,3
300,24691240,2321339182,1824913213,4
301,24790441,739197981,269351352,4
302,24790443,1239554876,269351358,10
303,24797624,381945450,1370395795,6
304,24797642,269422548,1419791449,2
305,24797646,1808638904,1808638909,5
306,24797650,1419791443,269422663,10
307,24797689,1420010749,291299372,5
308,24797691,269423463,269423467,8
309,24797699,291299817,701039292,7
310,24797703,269423703,291299286,3
311,24797710,529963927,1652646002,12
312,24797748,280038804,1851825883,3
313,24798460,280038855,610845224,11
314,24804436,3508237910,529963466,3
315,24804511,269487652,269487648,10
316,24804512,339088847,340251644,10
317,24804514,269490578,1803810833,3
318,24804515,269488000,269488002,7
319,24804550,385206910,269489746,14
320,24804551,330841136,26535595,2
321,24804637,269490574,332618777,9
322,24804693,269491201,269491779,5
323,24804695,269491228,290597415,6
324,24804697,269491216,321262085,6
325,24804712,733788973,260560257,15
326,24804758,290599811,290599832,4
327,24804759,269491726,290599832,3
328,24804760,340244406,269491729,11
329,24804764,290597414,290599811,9
330,24804766,269491779,269491783,2
331,24804767,340245854,269491787,2
332,24804776,340245929,269491216,23
333,24804789,269492023,559256085,7
334,24804793,644609219,269492024,7
335,24804798,269492076,269492077,2
336,24804808,559256011,269492126,2
337,24804809,1979392563,1979392562,2
338,24804811,269492188,559256060,14
339,24804857,269492542,1923578528,5
340,24804865,269492592,559256074,13
341,24804866,1420909587,268389473,3
342,24804867,269492613,269492619,7
343,24804889,321489811,559256022,5
344,24804890,5419852858,266116276,68
345,24804896,269493021,559059399,2
346,24804898,644608217,1361503559,2
347,24804912,269493239,266251321,9
348,24806468,410835091,338223302,5
349,24817811,269616548,269616427,4
350,25004138,271818084,271818092,5
351,25004139,271818092,271818104,8
352,25004140,271818104,271818106,3
353,25004141,271818106,271818117,9
354,25004142,271818117,2112656802,22
355,25004143,271818124,271822417,23
356,25004584,271822417,276917087,40
357,25004588,271822549,271822561,14
358,25004593,271822597,271822627,31
359,25004594,271822627,271822635,10
360,25004595,271822635,271822676,26
361,25004597,271822687,271822691,6
362,25004599,271822691,1960495603,69
363,25004600,271822691,3289274020,7
364,25004601,3289274021,271822785,78
365,25004605,271822750,271822787,2
366,25004607,272525191,280448369,19
367,25004608,280448383,271822856,8
368,25004611,402451009,271822911,12
369,25004612,624184790,2123313503,155
370,25004614,271822990,2123313537,19
371,25004617,271822970,4723494050,3
372,25004618,271822954,271823023,2
373,25004739,271824509,271824521,24
374,25006935,245108068,322452493,9
375,25006941,245154296,271854972,7
376,25007013,746964266,1744494443,4
377,25051224,283334130,271822585,5
378,25051225,3289274021,320895185,49
379,25081292,260560353,260560251,9
380,25081372,384258004,31194145,10
381,25081384,31194142,76457858,7
382,25091217,385074789,384142919,8
383,25091486,76457684,77751976,9
384,25091579,32450493,32450494,3
385,25091600,32388365,32388119,18
386,25091601,1624163744,260560252,9
387,25091622,1803810846,32388119,2
388,25091635,32451111,32451314,2
389,25093041,289121085,1984934242,3
390,25093057,289112137,260560256,17
391,25095177,256832892,256832893,3
392,25105933,76457868,6059997995,8
393,25109088,32388118,1860131879,2
394,25109171,32615480,530640471,10
395,25109457,31194144,31194147,9
396,25109613,273352134,1976153508,3
397,25189584,274598780,274598784,2
398,25189585,274598784,274598790,2
399,25189587,274598794,274598799,3
400,25189589,274598799,281925571,2
401,25189591,245135250,276581853,8
402,25189610,381940323,1298969988,4
403,25189611,529963345,4685249598,16
404,25189613,701074541,274599275,18
405,25207520,1359328978,274845711,29
406,25213433,274921514,274921515,3
407,25213434,274921520,281925046,7
408,25214171,269492998,274941611,24
409,25214172,274941686,274942079,47
410,25214173,274941795,274942429,2
411,25214174,274941916,274941934,2
412,25214175,559256192,274942437,2
413,25214176,274942193,274942208,2
414,25214177,274942446,274941700,16
415,25214178,274941666,274941700,3
416,25214179,274941700,274942287,4
417,25214180,274941686,269492047,5
418,25214181,1848678898,274942312,2
419,25214182,268388738,237539107,12
420,25339174,276094636,1417716374,2
421,25339191,296298396,276094705,3
422,25354074,317996036,278867609,12
423,25375815,276579949,276580663,45
424,25375818,276580667,4716501334,4
425,25375820,276580738,276580742,2
426,25375822,276581285,276580900,12
427,25375826,276580905,276580916,5
428,25375834,276580742,276580992,4
429,25375840,276581024,276581274,9
430,25375841,276581277,276581285,4
431,25375842,276581285,5065287404,2
432,25375843,5065287404,276581351,7
433,25375847,276581351,276581361,3
434,25375848,276581361,276581574,12
435,25375852,276581574,276581578,2
436,25375854,276581351,276581581,5
437,25375856,276581581,276581605,2
438,25375858,276581657,276581608,6
439,25375859,276581612,276581679,4
440,25375862,276581764,276581619,11
441,25375865,276581852,276581854,4
442,25375866,276581853,276581854,2
443,25375870,276581965,276581976,7
444,25375871,276581945,276581979,6
445,25375872,276581988,276581991,4
446,25375874,276581605,2112444121,19
447,25409132,276917040,276917010,19
448,25409133,276917041,276917042,2
449,25409134,276917043,276917045,2
450,25409136,3921798571,276917016,5
451,25409137,276917047,276917053,5
452,25409138,283643621,283336244,218
453,25409140,276917122,276917087,12
454,25409142,276917166,276917144,16
455,25409143,276917167,276917156,2
456,25409146,276917159,276917264,44
457,25409147,276917269,279128564,18
458,25409148,271822546,271822549,5
459,25409149,276917297,898570078,181
460,25409151,276917301,276917518,64
461,25409153,276917329,276917572,3
462,25419724,283336456,271822687,111
463,25429571,277139433,277139270,21
464,25429573,277139270,277139247,5
465,25429575,277139270,277138925,13
466,25429576,277138976,277139010,46
467,25429578,277138918,277139392,2
468,25429579,277139392,277139040,4
469,25429580,277139010,277138918,17
470,25429585,320903394,320903577,139
471,25446414,294118699,1687193445,2
472,25446415,1653985966,277313620,18
473,25446417,586469129,1362305665,5
474,25446418,277313623,1653985928,8
475,25446420,277313621,277313623,3
476,25446421,277313635,277313625,3
477,25446422,277313625,1653985966,4
478,25446423,277313641,529342382,5
479,25446425,1346474183,530651712,7
480,25446426,277313410,1670551472,23
481,25446427,1670551640,644617993,4
482,25446434,1654208393,1654208411,2
483,25446438,1654208503,1836771742,4
484,25609327,2613304405,3298427558,38
485,25659820,279720884,1852486169,4
486,25659823,279721868,279721921,17
487,25659827,279722025,1853101053,6
488,25659834,245136373,279720884,3
489,25659843,279723877,279723831,3
490,25659856,279723925,279723985,3
491,25659861,282229037,279724730,3
492,25671099,279855121,1771676948,2
493,25671100,3028491399,279855132,4
494,25671210,279857177,289276129,3
495,25686055,280038831,280038804,2
496,25686059,269427302,280038855,2
497,25686068,280039090,269427301,5
498,25686069,269424778,280039127,5
499,25686070,269422471,280038372,2
500,25686353,1420909580,239453042,13
501,25686354,245135157,1412183205,2
502,25719825,1654208377,1654208396,5
503,25719827,280447749,280448053,20
504,25719829,272525191,280447749,71
505,25719831,280448053,280447276,32
506,25719833,280447276,1929169210,19
507,25719847,530673049,606912119,24
508,25719849,1930483085,280447945,33
509,25756928,644629161,1408034456,13
510,25756956,1375576467,1375576509,3
511,25757014,1837712625,1860097048,7
512,25761456,2260282819,1819087316,15
513,25761584,317991896,1819087313,14
514,25761668,317991809,1819087302,7
515,25775108,320894100,281141893,18
516,25775110,281141300,281141771,3
517,25775111,281141264,624184746,13
518,25775113,271822912,720911824,4
519,25775118,281142181,277313585,10
520,25847363,1305783018,1305783011,3
521,25847365,274598784,281924186,9
522,25847366,281924057,281924152,9
523,25847367,281924303,281924270,4
524,25847368,281924275,281924277,2
525,25847369,281924285,281924302,2
526,25847370,281924317,281924320,2
527,25847371,281924267,281924440,6
528,25847372,281924440,281925114,19
529,25847373,281924440,282238578,2
530,25847374,274921512,274921514,6
531,25847375,274598784,281925340,3
532,25847376,281925390,274598878,4
533,25847377,281925571,281925516,7
534,25847378,281925114,282229092,2
535,25847379,281925516,281925478,5
536,25847380,274598790,281925586,4
537,25847390,281925683,282593043,10
538,25873850,2109140938,282228986,3
539,25874562,282228883,282229092,3
540,25874565,282239056,282229023,2
541,25874569,245136179,292590530,8
542,25874571,282228944,283333990,2
543,25895783,298583348,245136936,3
544,25895787,282474377,282474384,2
545,25895788,282474384,282473509,3
546,25895789,282473509,281925507,4
547,25895790,282474424,282474426,3
548,25895791,282474426,282474448,8
549,25895792,282473300,298582561,3
550,25895794,282473928,282474449,7
551,25895795,274598790,282474452,4
552,25895942,282229092,282476418,2
553,25906501,282238578,294123879,3
554,25972878,282229023,282228912,3
555,25972879,283334013,283334055,2
556,25972880,283334060,283334073,3
557,25972883,281141977,281142022,30
558,25972884,276917297,567834439,58
559,25972885,567834331,283336244,20
560,25985490,884643809,281142070,26
561,25985491,283335518,283492010,5
562,25985493,720911433,271822561,18
563,25985494,283336244,283492017,10
564,25985495,283335372,2141262071,12
565,25999326,283642558,283642116,2
566,25999328,271818123,271818124,7
567,25999340,283642532,5953710264,16
568,26063849,285013070,285013311,10
569,26063941,271822594,285041601,40
570,26063982,285035859,277034141,43
571,26064105,283334181,285042319,7
572,26064139,2263784177,285017928,92
573,26064189,271822585,271822597,10
574,26064228,285042319,285042319,7
575,26064261,285042998,285043124,2
576,26064296,285043228,320900055,3
577,26119398,285939319,285939311,3
578,26119400,285937981,285035859,18
579,26119402,285939360,285938370,5
580,26119403,285939005,285939363,2
581,26119404,285939294,285939395,49
582,26119406,285939238,285939364,2
583,26119408,285938447,285939369,2
584,26131286,286079177,286079150,22
585,26131288,286079150,286079178,2
586,26131291,286079307,286079308,26
587,26131292,286079244,286079225,2
588,26131293,286079230,286079306,2
589,26139094,277139411,3289274021,18
590,26139095,271822692,277139433,47
591,26139096,271822797,286237057,2
592,26139097,271822911,286238435,77
593,26139099,286243780,286250007,2
594,26139106,286240876,286244773,3
595,26139109,286237163,286250364,8
596,26139111,286243080,286250417,2
597,26139114,286238435,271822965,36
598,26139124,286250611,286250636,2
599,26139126,286250855,402450618,12
600,26139127,286251017,286251090,2
601,26139135,286237356,286251290,2
602,26139137,286251370,286251446,2
603,26139139,286248558,286251553,2
604,26139141,286248070,286251602,2
605,26139143,286249601,286251648,2
606,26139145,286246530,286251707,2
607,26139150,286242258,286243121,12
608,26139152,286245730,5913089438,38
609,26139153,3300018860,295350681,20
610,26139154,2345158424,286251891,3
611,26139156,286252452,286237396,6
612,26139157,286252452,286252347,22
613,26139158,286252169,286238751,5
614,26139159,245135649,1734113760,10
615,26139161,286253197,2036213443,3
616,26141455,1415651372,4806091181,2
617,26141459,286277149,286278918,2
618,26141460,290952318,3315887334,5
619,26141464,286278972,286278991,7
620,26141466,286279068,286279242,5
621,26141468,3315887308,286279197,13
622,26141470,607864606,286278651,4
623,26141472,286279326,286279262,2
624,26141475,286279262,528607838,9
625,26141478,286279284,286279297,2
626,26141479,1734208678,286279331,2
627,26141480,286279331,1852486130,3
628,26141490,286279347,528606041,14
629,26141493,286279471,286279473,24
630,26152112,282473298,282473788,3
631,26152115,286387034,282473298,26
632,26152118,286387033,286387034,3
633,26152119,1852486251,2099798874,11
634,26152120,286387033,1875160013,17
635,26152121,1875160011,1875160029,22
636,26152124,607864017,288448649,23
637,26152126,286387049,286387049,19
638,26152127,286387028,286387030,3
639,26152129,279723184,288448412,5
640,26152137,245136826,298582206,14
641,26152139,286387072,279720936,5
642,26152147,286253282,286387088,12
643,26152148,380728023,286387107,2
644,26173750,345592559,345592614,2
645,26239442,287338784,384175225,5
646,26239551,1853017509,288448457,2
647,26240703,297147901,297147893,2
648,26288102,340417468,287959434,10
649,26288105,287959443,287959450,14
650,26288336,287962022,287963528,8
651,26288493,337628615,1549151091,6
652,26288494,1207046840,287963549,8
653,26288545,287963826,287963830,12
654,26288577,287963831,287973441,3
655,26288596,287964068,287964077,6
656,26288598,287959443,2476520405,3
657,26288616,287964221,287964223,3
658,26288647,321266529,296298426,2
659,26288705,287961469,287964815,5
660,26288890,1207046719,296314021,3
661,26288891,296314077,1207046727,3
662,26288989,287967332,287967336,2
663,26288990,287967336,1765433392,10
664,26288991,287967339,287972526,2
665,26288992,287971184,332948379,13
666,26288993,287967316,287967371,4
667,26289035,287967328,528946543,7
668,26289036,287967824,287967825,2
669,26289037,287967826,287967824,2
670,26289101,287959437,1207046719,4
671,26289102,76443702,287959437,5
672,26289340,287971177,287961472,2
673,26289341,287971183,287971184,2
674,26289342,287967371,287971183,5
675,26289417,332948384,2578148687,8
676,26289418,287972518,287972526,3
677,26289419,287972514,287972518,2
678,26289499,287973439,287965782,2
679,26289500,287973437,321581070,4
680,26289501,287965783,287973437,2
681,26289502,287965782,287967339,2
682,26289503,287962022,287959443,3
683,26289504,287973441,287965783,3
684,26295101,288038472,288038471,2
685,26295102,76440389,76440395,7
686,26295103,288038471,288038475,5
687,26295104,76440387,76440389,2
688,26295190,288040386,288040570,6
689,26295231,288039493,1056760496,4
690,26295232,288039493,288040389,2
691,26295233,288040401,288039493,6
692,26295234,288040409,1610662336,3
693,26295235,288040386,288039493,4
694,26295245,288039493,1599719705,2
695,26295307,288040937,734417943,8
696,26295308,288040932,288040391,2
697,26295345,1056760423,342805937,3
698,26295347,288040411,288040386,2
699,26295348,288041467,288041473,2
700,26295349,288041467,288041468,2
701,26295556,288044631,1737609755,12
702,26295566,287967825,288044923,11
703,26295675,288046232,288046105,3
704,26307123,1364078551,1364164043,2
705,26320453,4149824187,321717305,9
706,26320965,380066284,687150776,10
707,26320968,281925588,288368733,4
708,26320969,288368740,610851350,5
709,26320971,288368750,286279363,2
710,26320972,286279348,288368750,2
711,26320973,288368750,339578856,14
712,26320975,286279363,293183020,2
713,26328069,245135251,1734113760,2
714,26328072,288448664,245137072,6
715,26328073,288448358,279723590,4
716,26328075,286387069,288448358,2
717,26328078,288448412,245136826,2
718,26328088,2933957497,2933957487,14
719,26328090,288448004,288448791,3
720,26328093,288448791,288448886,4
721,26328098,288448886,288448901,2
722,26328111,288448901,288448916,14
723,26328112,288448937,288448967,14
724,26328113,288449102,3854084924,4
725,26328114,288449150,288449155,2
726,26330044,288468819,288467283,3
727,26330046,288467785,288467914,11
728,26330049,288467914,282473298,8
729,26330053,288468053,288467892,18
730,26330054,288467756,288467530,8
731,26330055,288468993,288467306,5
732,26330059,288469085,288469104,8
733,26330060,282473766,282473766,22
734,26330062,282473623,282473713,4
735,26330071,288468801,288469542,4
736,26345730,2207180848,2207181186,12
737,26345734,288643086,288643091,3
738,26345742,288643076,288643681,2
739,26345743,288642427,288644169,11
740,26345746,494772206,288642495,16
741,26345753,288644169,288644172,2
742,26345754,288644172,288644177,4
743,26345755,288642495,288644169,2
744,26345759,288644177,288644178,2
745,26345760,288644178,288644222,9
746,26345763,288644479,288644480,13
747,26345765,288644222,288644224,2
748,26345767,288644224,2207230592,8
749,26345771,288644480,288642826,2
750,26345773,288642826,288644486,11
751,26345775,288644488,288644505,2
752,26345777,288644486,288644488,2
753,26345779,288644657,288644673,2
754,26345781,288644673,288644669,5
755,26345790,288644690,294124661,3
756,26353642,288739173,288739192,4
757,26354278,1423628478,1634854066,20
758,26354619,1836457608,1598453924,16
759,26388406,282473298,288468943,6
760,26388408,1852486133,910330921,6
761,26388418,289094963,298583804,3
762,26388419,289094541,289094542,2
763,26388422,289094542,289094600,5
764,26388423,289094600,289094601,2
765,26388424,289094601,289094967,3
766,26390471,249789742,289114270,2
767,26390472,248255941,1984963427,2
768,26390473,248255940,248255941,2
769,26390474,289114270,1984976951,2
770,26390475,289114274,289114272,2
771,26390476,289114272,248255940,2
772,26390477,289114276,289114278,2
773,26390478,289114278,289114282,2
774,26390479,289114282,289114284,2
775,26390480,289114284,289114268,4
776,26390482,289114280,289114274,2
777,26390499,289114709,248255938,2
778,26390500,248255938,1984963449,3
779,26390501,289114268,289114706,2
780,26390502,289114706,320690166,10
781,26390687,289129230,1984959635,11
782,26391227,289121086,289121085,2
783,26391338,35858257,289122348,6
784,26391363,289122347,289122645,3
785,26391364,289122645,289122641,6
786,26391365,289122641,289122642,3
787,26391507,253123390,289269667,14
788,26391508,289124110,289129233,2
789,26391511,289124109,289124110,2
790,26391512,289124107,289124119,4
791,26391513,289124119,289124118,2
792,26391514,289124118,1765245278,5
793,26391564,289124799,1765245228,2
794,26391565,289124801,289124815,4
795,26391566,289124815,289122353,9
796,26391567,289122348,1765245229,12
797,26391783,1654411346,1765370296,10
798,26391784,289129111,289129184,14
799,26391785,289129120,289129150,13
800,26391786,289129240,289121086,3
801,26391787,289129236,289129240,2
802,26391789,289129233,289129230,2
803,26392014,289131444,289131472,5
804,26392015,289131472,289131450,2
805,26392016,289131450,289131453,3
806,26392017,289131453,289131464,7
807,26392018,289131464,1765233070,3
808,26403548,289269667,289269668,2
809,26403549,289269668,1634854038,2
810,26403550,289269670,5639582547,4
811,26403618,3448332537,289270642,6
812,26403671,529514239,529514635,6
813,26403673,289272244,289272255,2
814,26403675,289272250,1840711562,8
815,26403680,289272254,289272244,2
816,26403681,289272248,289272249,2
817,26403682,289272249,289272250,4
818,26403775,289273747,1840711574,7
819,26403776,289274385,289273751,3
820,26403777,384131683,318266729,4
821,26403779,754403182,754400892,10
822,26403781,332948213,1835274672,11
823,26403782,289273795,289273798,4
824,26403783,289273794,289273795,2
825,26403784,35870770,35870781,13
826,26403785,289273796,35870770,2
827,26403797,289274385,289274387,2
828,26403971,1854582215,1808593231,4
829,26403972,279855208,1771676982,2
830,26403973,289275959,289275967,12
831,26404002,289275959,35862246,22
832,26404004,35862238,35862243,4
833,26404005,289276131,1653986024,5
834,26404007,1653986022,1833373635,4
835,26404009,289275958,289276148,4
836,26404010,1653985999,289276163,2
837,26404014,289276182,1854582175,2
838,26404015,289276184,279855139,3
839,26413649,1853013961,289388620,11
840,26413653,289388513,289094541,7
841,26413661,289388620,289388730,5
842,26413663,289394622,289394655,3
843,26413668,289388752,289094600,6
844,26413670,289388730,289388752,2
845,26428225,289555346,1652550964,4
846,26428226,289555339,289555338,2
847,26428228,1718852251,1718852253,2
848,26428250,466948184,1977788574,2
849,26428251,289555608,30993511,5
850,26428252,530646771,746502255,18
